x,y,z,x2,y2,z2,altezza
-0.19,1.25,-0.02,-0.02,1.15,0.05,1.77
-0.19,1.24,-0.02,-0.03,1.15,0.05,1.77
-0.20,1.23,-0.02,-0.02,1.16,0.03,1.78
-0.25,1.22,-0.06,-0.03,1.24,-0.05,1.79
-0.27,1.48,-0.06,0.08,1.50,-0.07,1.77
-0.13,1.76,0.19,0.20,1.75,0.12,1.72
-0.11,1.78,0.19,0.19,1.77,0.13,1.75
-0.30,1.72,-0.07,0.16,1.70,-0.14,1.78
-0.28,1.46,-0.30,0.12,1.48,-0.32,1.79
-0.26,1.39,-0.30,0.15,1.40,-0.31,1.79
-0.24,1.39,-0.30,0.20,1.41,-0.33,1.79
-0.35,1.40,-0.31,0.39,1.42,-0.35,1.79
-0.67,1.44,-0.17,0.66,1.40,-0.19,1.79
-0.41,1.33,-0.22,0.32,1.30,-0.28,1.79
-0.32,1.31,-0.21,0.21,1.27,-0.26,1.79
-0.26,1.30,-0.21,0.18,1.27,-0.24,1.79
-0.25,1.29,-0.21,0.16,1.26,-0.24,1.79
-0.22,1.29,-0.20,0.13,1.28,-0.24,1.79
-0.22,1.30,-0.19,0.13,1.36,-0.26,1.78
-0.22,1.30,-0.19,0.18,1.01,-0.24,1.78
-0.21,1.33,-0.21,0.17,1.01,-0.23,1.78
-0.22,1.17,-0.28,0.17,1.02,-0.22,1.78
-0.21,1.03,-0.22,0.18,1.04,-0.23,1.77
-0.22,1.10,-0.24,0.16,1.06,-0.24,1.78
-0.20,1.14,-0.23,0.15,1.08,-0.24,1.79
-0.20,1.14,-0.24,0.14,1.10,-0.24,1.79
-0.20,1.14,-0.24,0.14,1.10,-0.24,1.78
-0.19,1.14,-0.24,0.14,1.10,-0.24,1.79
-0.19,1.15,-0.24,0.14,1.10,-0.25,1.79
-0.19,1.15,-0.24,0.14,1.12,-0.25,1.79
-0.27,1.17,-0.24,0.20,1.16,-0.26,1.79
-0.38,1.29,-0.25,0.24,1.30,-0.30,1.79
-0.44,1.32,-0.25,0.19,1.34,-0.30,1.78
-0.48,1.35,-0.25,0.21,1.36,-0.30,1.78
-0.51,1.42,-0.22,0.31,1.45,-0.30,1.78
-0.60,1.18,-0.22,0.48,1.23,-0.27,1.78
-0.58,0.96,-0.05,0.54,0.98,-0.07,1.77
-0.49,1.23,-0.23,0.41,1.20,-0.26,1.78
-0.34,1.42,-0.27,0.23,1.42,-0.30,1.78
-0.26,1.40,-0.28,0.18,1.42,-0.30,1.78
-0.23,1.03,-0.26,0.19,1.04,-0.27,1.77
-0.23,1.04,-0.25,0.19,1.06,-0.26,1.77
-0.23,1.15,-0.29,0.17,1.15,-0.29,1.78
-0.22,1.21,-0.30,0.15,1.21,-0.30,1.79
-0.21,1.24,-0.30,0.16,1.17,-0.29,1.79
-0.29,1.40,-0.37,0.20,1.09,-0.25,1.79
-0.32,1.49,-0.41,0.18,1.04,-0.20,1.79
-0.31,1.50,-0.40,0.12,1.05,-0.21,1.79
-0.37,1.49,-0.40,0.11,1.06,-0.21,1.79
-0.68,1.51,-0.33,0.09,1.08,-0.22,1.79
-0.73,1.44,-0.24,0.10,1.11,-0.26,1.79
-0.59,1.29,-0.24,0.22,1.25,-0.35,1.79
-0.43,1.19,-0.23,0.36,1.39,-0.40,1.80
-0.35,1.20,-0.23,0.54,1.64,-0.40,1.80
