x,y,z,x2,y2,z2
-0.60,0.82,0.32,-0.38,1.22,0.26
-0.45,0.79,0.25,-0.28,1.21,0.22
-0.30,1.03,0.00,-0.05,1.32,0.09
-0.32,1.74,0.20,0.03,1.75,0.21
-0.13,1.75,0.29,0.12,1.77,0.23
-0.09,1.76,0.28,0.19,1.77,0.20
-0.26,1.53,-0.07,0.16,1.54,-0.13
-0.32,1.14,-0.10,0.04,1.14,-0.13
-0.40,0.90,-0.10,0.09,0.90,-0.09
-0.34,1.05,-0.24,0.10,1.04,-0.28
-0.33,1.17,-0.26,0.08,1.18,-0.32
-0.89,1.29,-0.16,0.67,1.35,-0.26
-0.51,0.88,0.48,0.35,0.89,0.53
-0.52,0.82,0.20,0.36,0.80,0.24
-0.66,0.98,-0.13,0.37,1.14,-0.30
-0.45,0.85,-0.09,0.26,0.91,-0.17
-0.36,0.82,0.05,0.18,0.82,0.04
-0.34,0.87,-0.06,0.17,1.05,-0.24
-0.33,0.85,-0.03,0.16,1.45,-0.27
-0.41,1.04,-0.16,0.18,0.77,0.04
-0.32,1.64,-0.17,0.17,0.92,-0.18
-0.26,0.85,-0.15,0.15,0.86,-0.11
-0.32,0.85,-0.10,0.14,0.84,-0.09
-0.32,0.89,-0.14,0.13,0.87,-0.15
-0.65,1.02,-0.12,0.46,1.04,-0.22
-0.95,1.29,0.26,0.80,1.34,0.10
-0.92,1.31,0.30,0.84,1.31,0.12
-0.97,1.38,0.25,0.81,1.38,0.10
-0.99,1.38,0.24,0.79,1.38,0.14
-0.88,1.33,0.20,0.88,1.36,0.11
-0.85,1.35,0.23,0.89,1.35,0.05
-0.89,1.34,0.20,0.84,1.34,0.04
-0.90,1.35,0.17,0.85,1.35,0.11
-0.86,1.38,0.16,0.83,1.42,0.06
-0.73,1.53,0.07,0.65,1.60,-0.07
-0.49,0.83,0.04,0.48,0.87,-0.02
-0.49,0.88,0.01,0.46,0.84,0.02
-0.76,1.32,-0.06,0.72,1.35,-0.15
-0.70,1.49,-0.06,0.57,1.61,-0.16
-0.37,1.40,-0.26,0.29,1.47,-0.30
-0.35,0.89,-0.13,0.31,0.87,-0.13
-0.77,1.20,0.01,0.78,1.23,-0.06
-0.78,1.14,0.09,0.79,1.19,0.01
-0.80,1.19,0.10,0.79,1.20,-0.00
-0.80,1.19,0.09,0.79,1.21,-0.01
-0.79,1.19,0.08,0.78,1.21,-0.03
-0.76,1.20,0.04,0.76,1.20,-0.05
-0.27,1.12,-0.16,0.31,0.86,-0.04
-0.25,1.27,-0.23,0.05,0.83,0.05
-0.80,1.24,-0.03,0.19,0.82,0.00
-0.59,0.93,0.05,0.15,0.83,-0.04
-0.26,0.79,0.07,0.12,0.86,-0.05
-0.29,0.81,0.03,0.23,1.08,-0.19
-0.22,0.79,0.07,0.66,1.87,-0.02
-0.26,0.89,-0.04,0.40,1.77,0.04
-0.28,1.37,-0.15,0.29,1.64,-0.12
-0.20,1.63,-0.02,0.21,1.69,-0.02
-0.20,1.55,-0.11,0.19,1.62,-0.12
-0.22,0.96,-0.19,0.24,0.95,-0.21
-0.27,1.32,-0.26,0.20,1.33,-0.29
-0.36,1.36,-0.22,0.31,1.41,-0.30
-0.55,1.48,-0.05,0.61,1.54,-0.10
-0.19,1.20,-0.27,0.24,1.20,-0.30
-0.15,0.80,0.04,0.20,0.78,0.08
-0.22,1.00,-0.16,0.23,1.03,-0.13
-0.19,1.23,-0.25,0.25,1.20,-0.18
-0.28,1.27,-0.22,0.19,1.08,-0.14
-0.63,1.72,-0.07,0.13,1.11,-0.18
-0.46,1.62,-0.06,0.08,1.14,-0.22
-0.35,1.00,-0.16,0.14,1.11,-0.25
-0.26,0.79,0.04,0.18,1.17,-0.23
-0.21,0.81,0.01,0.40,1.39,-0.33
-0.17,0.84,-0.03,0.69,1.74,-0.03
-0.07,0.88,-0.11,0.40,1.46,-0.30
0.12,1.07,-0.13,-0.04,1.36,-0.16
0.09,1.06,-0.10,-0.05,1.34,-0.17
0.13,1.09,-0.08,-0.11,1.34,-0.10
-0.45,0.99,-0.09,0.48,1.31,-0.25
-0.44,1.21,-0.17,0.42,1.39,-0.25
-0.31,1.48,-0.14,0.24,1.56,-0.14
-0.24,1.52,-0.09,0.14,1.59,-0.09
-0.20,1.32,-0.18,0.12,1.36,-0.22
-0.17,0.87,-0.09,0.18,0.88,-0.12
-0.02,1.10,-0.15,-0.03,1.27,-0.15
-0.51,1.12,-0.11,0.34,1.26,-0.21
-0.48,1.20,-0.14,0.22,1.48,-0.15
-0.40,1.28,-0.17,0.18,1.01,-0.24
0.00,1.29,-0.09,-0.10,1.05,0.02
-0.53,1.10,-0.10,0.39,1.04,-0.14
-0.48,1.09,-0.14,0.03,1.21,-0.09
-0.46,1.12,-0.15,0.59,1.36,-0.27
-0.35,1.12,-0.23,0.18,1.21,-0.13
-0.54,1.17,-0.11,0.49,1.24,-0.23
-0.21,1.14,-0.09,0.16,1.15,-0.20
-0.47,1.42,-0.15,0.42,1.41,-0.28
-0.49,1.85,0.26,0.47,1.93,0.18
-0.28,1.82,0.07,0.25,1.87,0.02
-0.21,0.91,-0.17,0.25,1.51,-0.14
-0.02,0.96,-0.04,0.26,1.27,-0.15
-0.31,1.27,-0.26,0.22,1.34,-0.15
-0.75,1.07,0.18,0.20,1.31,-0.17
-0.58,0.89,0.27,0.14,1.58,-0.16
-0.52,1.41,0.02,0.12,1.71,-0.04
-0.25,1.51,-0.11,0.14,1.56,-0.15
-0.13,0.90,-0.09,0.17,0.84,-0.02
0.08,1.36,-0.05,-0.01,0.96,-0.07
-0.31,1.11,-0.22,-0.06,0.92,0.02
-0.70,0.99,0.30,-0.03,0.96,0.04
-0.59,0.89,0.27,-0.09,1.24,-0.00
-0.58,0.95,0.09,0.71,1.04,0.09
-0.51,0.89,0.04,0.54,0.82,0.34
-0.30,1.01,-0.13,0.10,0.98,-0.08
-0.35,1.23,-0.15,0.12,1.18,-0.13
-0.67,1.82,0.20,0.70,1.85,0.03
-0.41,1.79,0.23,0.39,1.87,0.22
-0.28,1.74,0.04,0.22,1.68,-0.13
-0.25,1.72,0.01,0.20,0.78,-0.06
-0.23,1.69,-0.04,0.23,0.76,0.08
-0.18,0.76,0.04,0.23,0.81,-0.02
-0.17,0.78,0.00,0.16,0.77,0.02
-0.15,0.91,-0.15,0.12,0.90,-0.17
-0.17,1.44,-0.17,0.14,1.50,-0.18
-0.19,1.52,-0.08,0.11,1.52,-0.10
-0.18,1.50,-0.09,0.09,1.51,-0.09
-0.16,1.51,-0.08,0.09,1.50,-0.11
-0.16,1.51,-0.07,0.09,1.50,-0.10
-0.17,1.28,-0.21,0.12,1.28,-0.24
-0.20,0.87,-0.09,0.17,0.89,-0.11
-0.17,0.91,-0.13,0.15,0.88,-0.12
-0.15,0.94,-0.16,0.15,0.91,-0.15
-0.16,1.26,-0.15,0.14,1.30,-0.18
-0.10,1.34,-0.10,0.12,1.39,-0.15
-0.16,1.31,-0.14,0.11,1.36,-0.16
-0.21,0.95,-0.17,0.15,0.99,-0.20
-0.24,1.14,-0.23,0.12,1.14,-0.24
-0.30,1.33,-0.21,0.17,1.34,-0.25
-0.66,1.42,0.05,0.65,1.45,-0.05
-0.42,1.41,-0.23,0.33,1.39,-0.31
-0.33,1.35,-0.26,0.22,1.33,-0.33
-0.25,1.33,-0.21,0.25,1.33,-0.27
-0.40,1.57,-0.21,0.57,1.60,-0.35
-0.35,1.78,0.15,0.62,1.81,0.09
-0.26,1.66,-0.07,0.42,1.70,-0.15
-0.19,1.60,-0.10,0.28,1.62,-0.12
-0.17,1.54,-0.14,0.17,1.58,-0.14
-0.16,0.96,-0.18,0.15,0.94,-0.21
-0.21,0.98,-0.17,0.16,1.15,-0.30
-0.17,0.97,-0.17,0.23,1.60,-0.21
-0.12,0.98,-0.16,0.44,1.29,-0.37
-0.21,1.27,-0.21,0.39,0.81,-0.12
-0.24,1.54,-0.11,0.27,0.83,-0.14
-0.47,1.15,-0.29,0.19,0.81,-0.09
-0.39,0.87,-0.15,0.14,0.85,-0.11
-0.29,1.42,-0.21,0.10,1.44,-0.25
-0.20,1.54,-0.09,0.09,1.61,-0.07
-0.19,1.28,-0.23,0.12,1.31,-0.27
-0.16,0.80,-0.04,0.15,0.80,-0.05
-0.16,0.84,-0.09,0.14,0.82,-0.08
-0.22,1.40,-0.18,0.16,1.44,-0.19
-0.20,1.47,-0.11,0.12,1.48,-0.17
-0.26,1.34,-0.14,0.09,1.30,-0.27
-0.30,1.28,-0.10,0.11,1.32,-0.21
-0.26,1.27,-0.13,0.73,1.39,-0.05
-0.17,1.24,-0.20,0.52,1.19,-0.21
0.02,1.30,-0.16,0.02,0.99,-0.10
-0.12,1.36,-0.17,0.04,1.22,-0.14
-0.24,1.29,-0.20,-0.05,1.06,-0.09
-0.71,1.34,0.02,-0.01,1.08,-0.14
-0.53,1.29,-0.07,0.01,1.20,-0.23
-0.35,1.30,-0.13,0.07,1.47,-0.19
-0.27,1.28,-0.15,0.30,1.34,-0.30
-0.21,1.30,-0.19,0.48,0.77,0.08
-0.08,1.46,-0.17,0.28,0.82,-0.06
-0.20,1.44,-0.19,0.15,0.84,-0.07
-0.61,0.92,-0.13,0.07,0.88,-0.07
-0.45,0.78,0.03,-0.00,1.48,-0.17
-0.39,0.81,0.01,0.10,1.33,-0.26
-0.39,1.34,-0.17,0.16,0.79,0.06
-0.22,1.49,-0.15,0.20,0.83,-0.05
-0.16,0.82,-0.05,0.18,0.84,-0.01
-0.19,1.04,-0.17,0.16,0.96,-0.15
-0.21,1.46,-0.15,0.12,1.52,-0.15
-0.19,1.02,-0.22,0.15,1.04,-0.24
-0.19,0.81,-0.01,0.19,0.80,0.01
-0.26,0.93,-0.15,0.23,0.95,-0.18
-0.28,1.18,-0.26,0.26,1.23,-0.29
-0.22,1.21,-0.25,0.21,1.21,-0.29
-0.20,1.31,-0.21,0.22,1.28,-0.26
-0.51,1.65,-0.16,0.69,1.67,-0.30
-0.41,1.79,0.17,0.72,1.79,0.08
-0.23,1.67,-0.02,0.42,1.70,-0.11
-0.18,1.39,-0.14,0.23,1.41,-0.18
-0.10,1.41,-0.05,0.08,1.27,-0.11
-0.16,1.36,-0.09,0.02,1.32,-0.11
-0.21,1.18,-0.12,0.01,1.16,-0.13
-0.28,1.08,-0.12,0.17,1.03,-0.15
-0.19,1.24,-0.18,0.12,1.26,-0.22
-0.37,1.31,-0.21,0.41,1.36,-0.28
-0.57,1.34,-0.08,0.64,1.39,-0.07
-0.38,1.02,-0.16,0.31,1.12,-0.19
-0.51,1.22,-0.22,0.23,1.05,-0.15
-0.44,1.54,-0.02,0.22,1.00,-0.15
-0.39,1.44,-0.06,0.35,1.03,-0.23
-0.34,1.42,-0.09,0.37,1.68,0.01
-0.30,1.50,-0.09,0.25,1.64,-0.05
-0.24,1.50,-0.15,0.21,1.57,-0.14
-0.19,1.08,-0.23,0.20,1.11,-0.26
-0.50,1.36,-0.21,0.54,1.34,-0.27
-0.55,1.50,-0.01,0.54,1.52,-0.07
-0.37,1.48,-0.15,0.31,1.44,-0.23
-0.28,1.33,-0.23,0.22,1.30,-0.26
-0.23,1.46,-0.21,0.21,1.49,-0.21
-0.21,1.32,-0.24,0.17,1.35,-0.26
-0.28,1.30,-0.22,0.18,1.32,-0.25
-0.60,1.48,0.03,0.60,1.50,-0.05
-0.31,1.59,-0.09,0.26,1.60,-0.13
-0.17,0.88,-0.11,0.20,0.88,-0.12
-0.16,1.10,-0.18,0.22,0.97,-0.16
-0.16,1.19,-0.17,0.14,0.97,-0.12
-0.61,1.01,0.02,0.13,1.05,-0.12
-0.55,1.05,-0.07,0.61,1.12,-0.12
-0.28,1.17,-0.20,0.21,1.18,-0.19
