x,y,z,x2,y2,z2
-0.07,0.80,-0.12,0.03,1.03,-0.18
-0.08,0.81,-0.12,0.03,1.03,-0.19
-0.08,0.81,-0.12,0.03,1.03,-0.19
-0.09,0.83,-0.14,0.05,1.04,-0.20
-0.16,0.93,-0.22,0.12,1.10,-0.23
-0.14,0.97,-0.22,0.14,1.10,-0.23
-0.15,1.01,-0.24,0.18,1.12,-0.25
-0.18,1.05,-0.26,0.20,1.17,-0.30
-0.24,1.08,-0.30,0.18,1.19,-0.35
-0.22,1.15,-0.35,0.22,1.20,-0.41
-0.19,1.16,-0.41,0.17,1.19,-0.44
-0.65,1.22,-0.27,0.66,1.26,-0.33
-0.42,1.21,-0.37,0.50,1.27,-0.38
-0.32,1.44,-0.36,0.41,1.54,-0.37
-0.27,1.79,-0.43,0.33,1.77,-0.45
-0.16,1.47,-0.37,0.18,1.51,-0.38
-0.24,1.25,-0.41,0.20,1.24,-0.45
-0.20,1.08,-0.41,0.19,1.08,-0.47
-0.19,1.12,-0.42,0.16,1.21,-0.46
-0.13,0.99,-0.37,0.11,0.86,-0.37
-0.12,1.05,-0.41,0.10,0.91,-0.36
-0.14,0.83,-0.36,0.11,0.87,-0.33
-0.12,0.96,-0.31,0.11,0.95,-0.33
-0.11,0.98,-0.28,0.14,1.00,-0.34
-0.09,1.00,-0.27,0.13,1.02,-0.33
-0.09,1.00,-0.27,0.11,1.03,-0.33
-0.08,1.00,-0.26,0.13,1.03,-0.33
-0.11,1.01,-0.28,0.14,1.04,-0.34
-0.12,1.01,-0.29,0.15,1.05,-0.36
-0.17,1.02,-0.31,0.19,1.07,-0.37
-0.19,1.03,-0.32,0.20,1.07,-0.38
-0.23,1.03,-0.34,0.22,1.06,-0.39
-0.23,1.03,-0.33,0.21,1.05,-0.39
-0.27,1.01,-0.35,0.24,1.02,-0.42
-0.36,1.18,-0.43,0.31,1.21,-0.50
-0.38,0.83,-0.38,0.32,0.81,-0.42
-0.27,0.96,-0.39,0.25,0.99,-0.47
-0.17,1.09,-0.40,0.18,1.13,-0.47
-0.15,1.05,-0.43,0.17,1.09,-0.50
-0.14,1.12,-0.45,0.14,1.19,-0.50
-0.19,0.87,-0.37,0.14,0.93,-0.47
-0.15,0.98,-0.35,0.13,1.00,-0.42
-0.16,1.00,-0.32,0.17,1.04,-0.41
-0.14,1.05,-0.32,0.17,1.06,-0.39
-0.14,1.04,-0.33,0.17,1.05,-0.38
-0.18,1.11,-0.37,0.18,1.05,-0.39
-0.17,1.11,-0.41,0.17,1.04,-0.39
-0.18,1.14,-0.43,0.19,1.04,-0.40
-0.25,1.21,-0.44,0.17,1.03,-0.40
-0.73,1.20,-0.19,0.11,1.03,-0.41
-0.38,1.08,-0.35,0.12,1.12,-0.44
-0.12,0.95,-0.28,0.32,1.32,-0.45
-0.10,0.94,-0.27,0.24,1.17,-0.44
-0.06,0.93,-0.26,0.56,1.75,-0.34
-0.06,0.99,-0.31,0.32,1.37,-0.39
-0.10,1.00,-0.32,0.13,0.93,-0.32
-0.12,0.98,-0.33,0.12,1.01,-0.40
-0.14,1.15,-0.44,0.14,1.19,-0.49
-0.13,0.83,-0.40,0.11,0.81,-0.44
-0.24,1.07,-0.48,0.18,1.14,-0.56
-0.32,1.20,-0.51,0.20,1.21,-0.56
-0.53,1.21,-0.36,0.50,1.28,-0.42
-0.16,1.05,-0.48,0.16,1.11,-0.53
-0.15,0.81,-0.28,0.11,0.80,-0.33
-0.19,1.08,-0.41,0.14,1.11,-0.46
-0.36,1.42,-0.47,0.17,1.14,-0.46
-0.32,1.29,-0.46,0.12,1.09,-0.46
-0.71,1.72,-0.35,0.05,1.10,-0.48
-0.59,1.45,-0.43,0.01,1.10,-0.48
-0.31,0.98,-0.38,0.12,1.09,-0.47
-0.32,0.98,-0.35,0.35,1.31,-0.45
-0.24,1.03,-0.35,0.29,1.21,-0.41
-0.15,1.01,-0.32,0.50,1.68,-0.15
-0.39,1.12,-0.29,0.57,1.31,-0.23
-0.23,1.03,-0.34,0.31,1.15,-0.38
0.08,0.97,-0.39,-0.07,1.18,-0.46
0.11,0.96,-0.40,-0.18,1.17,-0.40
-0.39,0.96,-0.48,0.42,1.24,-0.46
-0.27,1.03,-0.47,0.36,1.25,-0.46
-0.31,1.10,-0.40,0.32,1.15,-0.44
-0.14,0.92,-0.37,0.16,0.94,-0.42
-0.12,1.17,-0.40,0.15,1.23,-0.44
-0.11,0.79,-0.24,0.15,0.76,-0.31
-0.11,0.96,-0.33,0.17,1.02,-0.46
-0.12,0.93,-0.30,0.22,1.08,-0.46
-0.12,0.93,-0.30,0.16,1.19,-0.47
-0.12,0.91,-0.29,0.14,0.77,-0.33
-0.13,0.93,-0.29,0.13,0.88,-0.39
-0.12,0.92,-0.29,0.10,0.90,-0.34
-0.15,0.93,-0.28,0.24,1.19,-0.47
-0.08,0.93,-0.29,0.55,1.24,-0.49
-0.05,0.96,-0.31,0.59,1.19,-0.25
-0.37,1.38,-0.39,0.54,1.47,-0.29
-0.16,0.93,-0.28,0.15,0.90,-0.30
-0.59,1.53,-0.38,0.50,1.57,-0.50
-0.53,1.84,-0.02,0.41,1.89,0.03
-0.36,1.65,-0.25,0.35,1.81,-0.17
-0.18,0.94,-0.45,0.32,1.55,-0.31
-0.20,1.01,-0.46,0.39,1.43,-0.33
-0.09,1.18,-0.39,0.34,1.45,-0.34
-0.75,1.10,0.27,0.29,1.44,-0.39
-0.45,0.88,-0.15,0.16,1.24,-0.41
-0.23,1.19,-0.34,0.19,1.26,-0.38
-0.15,1.29,-0.26,0.19,1.37,-0.25
-0.21,0.74,-0.18,0.26,0.69,-0.10
0.00,0.92,-0.32,0.26,0.78,-0.23
-0.05,1.03,-0.34,0.23,0.72,-0.13
-0.75,0.98,0.21,0.21,0.77,-0.24
-0.41,0.74,-0.05,-0.13,1.05,-0.15
-0.33,0.78,-0.17,0.74,1.13,0.26
-0.27,0.87,-0.31,0.65,0.95,0.16
-0.34,1.11,-0.36,0.58,1.14,-0.25
-0.20,0.78,-0.12,0.03,0.82,-0.13
-0.60,1.78,-0.09,0.55,1.78,0.03
-0.43,1.68,-0.18,0.44,1.72,-0.11
-0.29,1.44,-0.24,0.29,1.61,-0.24
-0.26,1.27,-0.27,0.28,0.67,-0.04
-0.18,1.24,-0.33,0.32,0.71,-0.03
-0.19,0.74,-0.17,0.28,0.76,-0.17
-0.18,0.82,-0.23,0.20,0.78,-0.20
-0.13,0.72,-0.17,0.12,0.72,-0.17
-0.06,1.27,-0.27,0.12,1.27,-0.31
-0.09,1.19,-0.27,0.14,1.23,-0.32
-0.12,1.17,-0.28,0.16,1.15,-0.34
-0.12,0.95,-0.30,0.12,0.92,-0.31
-0.14,0.94,-0.36,0.15,0.94,-0.41
-0.14,1.02,-0.43,0.16,1.05,-0.50
-0.16,0.80,-0.28,0.16,0.82,-0.34
-0.13,0.96,-0.33,0.13,0.88,-0.37
-0.13,0.71,-0.21,0.11,0.70,-0.22
-0.15,1.35,-0.52,0.10,1.41,-0.54
-0.11,1.26,-0.48,0.09,1.36,-0.51
-0.13,1.24,-0.40,0.12,1.32,-0.43
-0.12,0.73,-0.26,0.18,0.74,-0.37
-0.17,0.98,-0.47,0.18,1.10,-0.56
-0.12,1.04,-0.48,-0.01,1.24,-0.49
-0.75,1.24,-0.06,0.76,1.23,-0.03
-0.47,1.20,-0.31,0.50,1.29,-0.36
-0.28,0.92,-0.27,0.25,0.94,-0.36
-0.07,0.74,-0.08,0.08,0.75,-0.14
-0.38,1.08,-0.37,0.32,1.22,-0.52
-0.42,1.70,-0.03,0.33,1.73,-0.02
-0.38,1.57,-0.19,0.35,1.64,-0.20
-0.32,1.48,-0.27,0.30,1.54,-0.27
-0.17,1.20,-0.38,0.15,1.25,-0.41
-0.12,0.79,-0.29,0.16,0.79,-0.34
-0.13,0.79,-0.21,0.21,0.84,-0.31
-0.06,0.77,-0.17,0.28,1.10,-0.43
-0.03,0.75,-0.14,0.40,1.28,-0.33
-0.09,0.80,-0.18,0.28,0.66,0.04
-0.23,1.08,-0.38,0.33,0.77,-0.17
-0.44,1.17,-0.34,0.26,0.75,-0.12
-0.26,0.67,0.05,0.29,0.73,-0.08
-0.28,0.90,-0.32,0.25,0.88,-0.33
-0.17,1.24,-0.39,0.22,1.32,-0.39
-0.13,1.11,-0.30,0.19,1.20,-0.34
-0.23,0.70,-0.07,0.24,0.72,-0.19
-0.15,0.76,-0.19,0.17,0.77,-0.23
-0.12,1.18,-0.31,0.13,1.32,-0.33
-0.13,1.07,-0.27,0.24,1.18,-0.36
0.01,0.93,-0.22,-0.12,1.15,-0.20
0.05,0.90,-0.21,0.07,1.20,-0.31
0.09,0.92,-0.22,0.68,1.30,-0.18
-0.00,0.96,-0.28,0.42,0.98,-0.22
-0.07,1.00,-0.28,0.11,0.81,-0.14
-0.20,1.07,-0.33,0.12,0.79,-0.15
-0.34,1.23,-0.41,0.11,0.78,-0.14
-0.57,0.96,-0.07,0.09,0.79,-0.16
-0.11,0.85,-0.22,0.21,1.04,-0.36
-0.09,0.78,-0.18,0.21,1.26,-0.41
-0.16,0.69,-0.07,0.28,1.21,-0.45
-0.14,0.72,-0.12,0.53,0.79,-0.12
-0.17,0.91,-0.34,0.36,0.71,-0.06
-0.18,1.44,-0.36,0.33,0.78,-0.19
-0.50,0.78,-0.03,0.31,0.75,-0.15
-0.31,0.70,0.07,0.28,0.78,-0.22
-0.23,0.82,-0.23,0.23,1.20,-0.39
-0.22,0.82,-0.19,0.27,0.68,0.11
-0.13,1.29,-0.32,0.31,0.77,-0.20
-0.23,0.67,0.03,0.26,0.76,-0.18
-0.29,0.69,0.11,0.28,0.68,-0.01
-0.14,1.04,-0.39,0.17,1.06,-0.42
-0.17,1.06,-0.35,0.18,1.10,-0.39
-0.27,0.72,0.27,0.29,0.71,0.23
-0.25,0.74,-0.15,0.29,0.75,-0.20
-0.18,0.96,-0.35,0.20,0.96,-0.37
-0.21,0.77,-0.18,0.25,0.78,-0.23
-0.18,0.81,-0.23,0.17,0.81,-0.27
-0.54,1.36,-0.43,0.39,1.37,-0.52
-0.51,1.74,-0.03,0.45,1.77,-0.01
-0.47,1.63,-0.19,0.44,1.70,-0.20
-0.37,1.12,-0.35,0.35,1.12,-0.42
-0.30,1.06,-0.33,0.36,1.08,-0.40
-0.25,1.07,-0.34,0.32,1.10,-0.41
-0.24,1.11,-0.33,0.30,1.16,-0.40
-0.21,1.12,-0.32,0.18,1.11,-0.40
-0.24,1.10,-0.32,0.27,1.15,-0.42
-0.33,1.11,-0.35,0.21,1.20,-0.42
-0.54,1.12,-0.25,0.52,1.14,-0.28
-0.32,0.86,-0.24,0.32,1.03,-0.36
-0.42,1.14,-0.43,0.29,0.93,-0.34
-0.34,1.14,-0.33,0.26,0.88,-0.29
-0.18,0.97,-0.27,0.29,0.99,-0.46
-0.21,0.99,-0.28,0.23,1.51,-0.37
-0.15,1.02,-0.33,0.15,1.05,-0.41
-0.13,1.13,-0.39,0.13,1.15,-0.44
-0.17,0.89,-0.33,0.15,0.85,-0.38
-0.44,1.21,-0.36,0.43,1.26,-0.44
-0.36,1.01,-0.31,0.41,1.08,-0.37
-0.11,1.00,-0.31,0.08,0.96,-0.33
-0.09,0.95,-0.27,0.12,0.94,-0.32
-0.10,0.93,-0.26,0.13,0.90,-0.30
-0.13,1.10,-0.33,0.12,1.14,-0.39
-0.22,1.04,-0.33,0.16,1.07,-0.39
-0.47,1.08,-0.23,0.49,1.15,-0.27
-0.14,1.15,-0.36,0.13,1.20,-0.40
-0.21,0.85,-0.27,0.17,0.81,-0.28
-0.19,0.90,-0.28,0.17,0.82,-0.27
-0.18,0.99,-0.35,0.15,0.85,-0.29
-0.50,0.90,-0.21,0.15,0.86,-0.28
-0.28,0.83,-0.24,0.53,1.04,-0.24
-0.20,0.93,-0.31,0.36,1.03,-0.32
-0.42,1.20,-0.35,0.34,1.21,-0.40
-0.45,1.08,-0.26,0.51,1.21,-0.30
-0.24,1.02,-0.33,0.24,1.02,-0.38
-0.37,1.22,-0.33,0.33,1.31,-0.39
-0.31,0.80,-0.21,0.26,0.81,-0.29
-0.30,0.86,-0.27,0.27,0.89,-0.34
-0.28,0.76,-0.17,0.24,0.76,-0.21
-0.40,0.94,-0.39,0.35,1.01,-0.48
-0.26,1.27,-0.37,0.26,1.36,-0.41
-0.22,1.26,-0.37,0.22,1.36,-0.40
-0.20,0.88,-0.32,0.18,0.88,-0.38
-0.22,0.71,-0.12,0.18,0.72,-0.19
-0.18,0.72,-0.15,0.16,0.73,-0.23
-0.17,0.71,-0.15,0.14,1.32,-0.40
-0.15,0.70,-0.17,0.14,1.34,-0.35
-0.19,1.23,-0.51,0.14,1.34,-0.36
-0.16,1.25,-0.39,0.15,1.30,-0.38
-0.52,1.22,-0.37,0.46,1.26,-0.43
-0.65,1.20,-0.16,0.66,1.26,-0.16
-0.56,1.21,-0.24,0.52,1.38,-0.30
-0.52,1.16,-0.27,0.46,0.84,-0.32
