x,y,z,x2,y2,z2
-0.04,1.06,0.09,0.11,1.06,0.10
-0.06,1.07,0.06,0.07,1.06,0.08
-0.12,1.06,0.05,0.02,1.05,0.09
-0.11,1.05,0.05,0.03,1.05,0.07
-0.07,1.06,0.04,0.07,1.08,0.04
-0.03,1.08,0.04,0.13,1.07,0.03
-0.09,1.08,-0.00,0.12,1.07,-0.00
-0.10,1.07,-0.02,0.15,1.09,-0.02
-0.05,1.08,-0.02,0.20,1.10,-0.04
-0.10,1.10,-0.04,0.19,1.11,-0.04
-0.17,1.12,-0.08,0.23,1.13,-0.07
-0.24,1.21,-0.24,0.20,1.25,-0.23
-0.64,1.27,-0.15,0.68,1.34,-0.11
-0.31,1.07,-0.16,0.39,1.07,-0.12
-0.22,1.27,-0.18,0.29,1.32,-0.16
-0.25,1.24,-0.18,0.26,1.32,-0.18
-0.27,1.25,-0.22,0.20,1.27,-0.21
-0.20,1.22,-0.26,0.21,1.23,-0.31
-0.18,1.20,-0.31,0.18,1.19,-0.34
-0.18,1.14,-0.32,0.15,1.07,-0.37
-0.16,1.11,-0.30,0.08,0.79,-0.24
-0.16,1.21,-0.26,0.13,1.07,-0.32
-0.18,0.69,-0.16,0.18,0.98,-0.24
-0.18,0.96,-0.22,0.16,0.98,-0.23
-0.17,1.04,-0.18,0.19,1.03,-0.21
-0.15,1.05,-0.18,0.16,1.03,-0.20
-0.18,1.25,-0.16,0.18,1.17,-0.19
-0.16,1.49,-0.06,0.17,1.49,-0.03
-0.15,1.49,-0.05,0.14,1.50,-0.02
-0.14,1.49,-0.05,0.14,1.49,-0.03
-0.12,1.49,-0.05,0.14,1.48,-0.04
-0.11,1.49,-0.05,0.13,1.48,-0.04
-0.11,1.49,-0.05,0.13,1.48,-0.03
-0.13,1.44,-0.07,0.14,1.43,-0.11
-0.25,1.24,-0.23,0.23,1.26,-0.23
-0.30,1.19,-0.27,0.28,1.26,-0.27
-0.43,0.75,-0.16,0.41,0.74,-0.13
-0.33,0.99,-0.32,0.37,1.04,-0.32
-0.23,1.39,-0.29,0.26,1.45,-0.29
-0.20,1.47,-0.23,0.18,1.50,-0.20
-0.16,1.10,-0.49,0.17,1.15,-0.52
-0.13,0.64,-0.13,0.10,0.65,-0.13
-0.17,1.09,-0.46,0.12,1.15,-0.47
-0.16,1.33,-0.31,0.14,1.35,-0.32
-0.17,1.23,-0.31,0.15,1.25,-0.30
-0.16,1.18,-0.29,0.16,1.18,-0.28
-0.16,1.16,-0.29,0.16,1.18,-0.28
-0.17,1.17,-0.30,0.16,1.18,-0.28
-0.17,1.17,-0.33,0.17,1.17,-0.28
-0.47,1.22,-0.36,0.16,1.17,-0.29
-0.60,1.04,-0.15,0.12,1.14,-0.30
-0.21,0.93,-0.20,0.24,1.27,-0.34
-0.14,0.96,-0.20,0.39,1.43,-0.39
-0.12,0.96,-0.19,0.32,1.34,-0.43
-0.12,0.95,-0.19,0.52,1.65,-0.26
-0.12,1.01,-0.24,0.32,1.33,-0.35
-0.13,0.89,-0.19,0.13,0.86,-0.22
-0.16,1.09,-0.39,0.11,1.14,-0.42
-0.17,1.16,-0.33,0.12,1.24,-0.35
-0.19,0.71,-0.20,0.10,0.73,-0.22
-0.20,1.06,-0.37,0.18,1.13,-0.43
-0.47,1.28,-0.32,0.36,1.30,-0.39
-0.46,1.32,-0.17,0.47,1.43,-0.15
-0.11,0.76,-0.17,0.11,0.75,-0.17
-0.12,0.72,-0.09,0.10,0.74,-0.13
-0.15,0.97,-0.26,0.16,0.95,-0.25
-0.31,1.30,-0.37,0.21,0.93,-0.23
-0.38,1.41,-0.34,0.18,0.92,-0.21
-0.65,1.53,-0.17,0.18,0.96,-0.22
-0.36,1.14,-0.27,0.17,1.00,-0.25
-0.15,0.85,-0.15,0.24,1.13,-0.29
-0.17,0.81,-0.12,0.20,1.10,-0.29
-0.14,0.79,-0.10,0.30,1.24,-0.33
-0.10,0.80,-0.11,0.38,1.55,-0.03
-0.10,0.90,-0.16,0.29,1.15,-0.27
0.05,0.88,-0.19,0.01,1.16,-0.29
0.15,0.94,-0.16,-0.24,1.19,-0.10
0.01,0.93,-0.26,-0.11,1.22,-0.26
-0.55,0.95,-0.16,0.58,1.17,-0.19
-0.43,1.02,-0.23,0.49,1.21,-0.23
-0.31,1.06,-0.24,0.29,1.17,-0.27
-0.19,1.21,-0.25,0.21,1.31,-0.28
-0.13,1.10,-0.22,0.18,1.13,-0.25
-0.14,0.88,-0.17,0.17,0.90,-0.23
-0.13,1.01,-0.20,0.15,1.08,-0.26
-0.10,0.90,-0.13,0.12,0.86,-0.17
-0.11,0.94,-0.16,0.11,1.40,-0.14
-0.12,0.92,-0.14,0.15,0.77,-0.11
-0.11,0.94,-0.16,0.16,1.12,-0.28
-0.14,0.93,-0.15,0.42,1.30,-0.24
-0.13,0.93,-0.17,0.01,1.15,-0.15
-0.11,0.93,-0.17,0.61,1.28,-0.03
-0.13,0.97,-0.21,0.55,1.15,-0.07
-0.23,1.22,-0.27,0.43,1.33,-0.23
-0.17,0.98,-0.18,0.10,0.94,-0.15
-0.62,1.57,-0.30,0.53,1.68,-0.31
-0.51,1.66,-0.14,0.41,1.73,-0.07
-0.29,1.49,-0.30,0.37,1.69,-0.11
-0.17,0.77,-0.28,0.37,1.38,-0.28
-0.13,0.72,-0.16,0.16,0.75,-0.09
-0.36,1.21,-0.39,0.18,0.72,-0.05
-0.61,0.93,-0.06,0.18,0.72,-0.06
-0.21,0.83,-0.21,0.16,0.82,-0.21
-0.17,1.28,-0.27,0.17,1.40,-0.20
-0.13,1.16,-0.24,0.13,1.20,-0.27
-0.17,0.79,-0.16,0.13,0.75,-0.14
-0.16,1.00,-0.30,0.14,0.85,-0.23
-0.39,1.00,-0.32,0.13,0.84,-0.21
-0.40,0.88,-0.19,0.10,0.90,-0.24
-0.21,0.88,-0.22,0.14,1.07,-0.29
-0.24,0.89,-0.22,0.50,1.10,-0.23
-0.27,1.10,-0.29,0.39,1.26,-0.30
-0.28,1.18,-0.27,0.30,1.27,-0.36
-0.33,1.21,-0.29,0.26,1.25,-0.40
-0.56,1.73,-0.13,0.43,1.82,-0.15
-0.39,1.56,-0.22,0.30,1.67,-0.21
-0.33,1.29,-0.28,0.22,1.42,-0.32
-0.24,1.12,-0.25,0.14,0.67,-0.08
-0.13,1.11,-0.30,0.11,0.72,-0.13
-0.12,0.73,-0.13,0.13,0.72,-0.11
-0.10,0.73,-0.11,0.11,0.77,-0.15
-0.12,0.87,-0.27,0.13,0.91,-0.31
-0.13,1.21,-0.21,0.11,1.27,-0.23
-0.13,1.18,-0.19,0.11,1.24,-0.23
-0.09,1.16,-0.18,0.10,1.17,-0.22
-0.09,1.05,-0.18,0.09,1.05,-0.22
